Site,Date,Turbidity(NTU) at 12AM,Turbidity(NTU) at 4AM,Turbidity(NTU) at 8AM,Turbidity(NTU) at 12PM,Turbidity(NTU) at 4PM,Turbidity(NTU) at 8PM,Average 24hrTurbidity(NTU),"Coliform, Fecal(fc/100mL)"
DEL18DT,2018-03-14,1.3,1.3,1.1,1.3,1.2,1.2,1.23,<1
DEL18DT,2018-03-31,0.95,0.95,1,1.1,1,0.95,0.99,<1
DEL18DT,2018-03-20,0.9,0.9,0.9,1.1,1.2,1.1,1.02,<1
DEL18DT,2018-03-17,1.1,1.1,1,1.1,1,1.2,1.08,<1
DEL18DT,2018-03-04,1.4,1.4,1.6,1.3,1.3,1.2,1.37,E2
DEL18DT,2018-03-28,1,0.8,0.9,0.9,0.9,0.95,0.91,<1
DEL18DT,2018-03-23,0.95,0.95,0.95,0.95,1,1.1,0.98,E1
DEL18DT,2018-03-10,1.1,1.1,1.1,1.2,1.1,1.3,1.15,E1
DEL18DT,2018-04-20,0.9,0.85,0.85,0.85,0.95,0.95,0.89,E2
DEL18DT,2018-03-12,1.1,1,1,0.8,0.85,1,0.96,<1
DEL18DT,2018-03-30,0.85,0.9,0.9,0.9,0.9,0.95,0.9,E1
DEL18DT,2018-03-07,1.4,1.4,1.3,1.2,1.3,1.5,1.35,E1
DEL18DT,2018-03-22,1.3,1.5,1.2,1,1,0.95,1.16,<1
DEL18DT,2018-03-05,1.3,1.3,1.3,1.4,1.3,1.3,1.32,E1
DEL18DT,2018-04-24,0.9,0.95,0.85,1.1,0.75,1,0.93,E1
DEL18DT,2018-03-15,1.1,1.1,1.1,1.1,1.1,1,1.08,E1
DEL18DT,2018-03-16,1,1,1,1.1,1.1,1.1,1.05,E1
DEL18DT,2018-04-02,0.8,0.8,0.85,0.85,0.9,0.85,0.84,<1
DEL18DT,2018-04-07,0.85,0.8,0.85,0.8,0.9,0.8,0.83,<1
DEL18DT,2018-04-19,0.85,0.9,0.8,0.85,0.85,0.85,0.85,E1
DEL18DT,2018-03-06,1.4,1.3,1.4,1.5,1.3,1.3,1.37,<1
DEL18DT,2018-04-09,0.8,0.85,0.8,0.75,0.8,0.75,0.79,<1
DEL18DT,2018-04-08,0.9,0.8,0.85,0.85,0.75,0.75,0.82,<1
DEL18DT,2018-03-13,1,1.1,1,1,1.1,1.2,1.07,E1
DEL18DT,2018-04-21,0.95,1,0.8,0.8,0.85,0.85,0.88,E2
DEL18DT,2018-04-23,0.75,0.85,0.85,0.9,0.85,0.9,0.85,<1
DEL18DT,2018-03-21,1.2,1.2,1.2,1.5,1.2,1.4,1.28,E1
DEL18DT,2018-05-02,0.85,0.9,0.9,,,,0.88,<1
DEL18DT,2018-04-12,0.85,0.85,0.85,0.8,0.85,0.85,0.84,<1
DEL18DT,2018-03-25,0.95,0.9,1,0.85,0.95,0.85,0.92,<1
DEL18DT,2018-04-29,0.9,0.95,0.85,0.9,0.85,0.8,0.88,<1
DEL18DT,2018-04-27,0.9,0.85,0.95,0.9,0.9,0.85,0.89,<1
DEL18DT,2018-03-11,1.1,1.2,1.1,1,1.1,1.1,1.1,<1
DEL18DT,2018-04-16,0.95,0.95,1,0.95,0.95,1,0.97,<1
DEL18DT,2018-03-26,0.85,0.85,0.85,0.9,0.9,0.9,0.88,<1
DEL18DT,2018-03-18,1,1,1.1,0.9,0.95,1,0.99,E1
DEL18DT,2018-03-24,1.1,1.1,1,0.95,1,1,1.03,E1
DEL18DT,2018-04-22,0.85,0.8,0.85,0.8,1.1,0.95,0.89,<1
DEL18DT,2018-03-08,1.3,1.3,1.3,1.3,1.1,1.4,1.28,E1
DEL18DT,2018-03-27,1,0.85,0.9,0.85,0.9,0.8,0.88,<1
DEL18DT,2018-03-29,0.9,0.9,0.9,0.9,0.95,0.9,0.91,<1
DEL18DT,2018-03-09,1.2,1.1,1.1,1.1,1.2,1.1,1.13,E1
DEL18DT,2018-04-26,1,0.85,0.9,0.8,1,0.85,0.9,E1
DEL18DT,2018-04-03,0.85,0.85,0.85,0.8,0.9,0.85,0.85,<1
DEL18DT,2018-03-19,1,0.95,1,0.9,0.95,1,0.97,E2
DEL18DT,2018-03-14,1.3,1.3,1.1,1.3,1.2,1.2,1.23,<1
DEL18DT,2018-03-31,0.95,0.95,1,1.1,1,0.95,0.99,<1
DEL18DT,2018-04-15,1.1,1.2,1.3,1,0.85,0.85,1.05,<1
DEL18DT,2018-04-28,0.8,0.85,0.8,0.85,0.9,0.9,0.85,<1
DEL18DT,2018-03-20,0.9,0.9,0.9,1.1,1.2,1.1,1.02,<1
DEL18DT,2018-04-10,0.8,0.8,0.8,0.9,0.85,0.9,0.84,<1
DEL18DT,2018-03-17,1.1,1.1,1,1.1,1,1.2,1.08,<1
DEL18DT,2018-04-17,0.9,0.95,0.9,0.95,0.85,0.9,0.91,E2
DEL18DT,2018-04-13,0.9,0.9,0.85,0.8,0.8,0.85,0.85,<1
DEL18DT,2018-04-25,0.85,0.95,0.85,1,0.9,0.95,0.92,E1
DEL18DT,2018-04-06,0.75,0.85,0.8,0.9,0.8,0.75,0.81,<1
DEL18DT,2018-04-01,1,1,1.1,0.85,0.85,0.85,0.94,E1
DEL18DT,2018-04-05,0.9,0.85,0.85,0.85,0.8,0.8,0.84,E1
DEL18DT,2018-04-04,0.95,0.95,0.95,1.1,0.85,0.85,0.94,<1
DEL18DT,2018-03-28,1,0.8,0.9,0.9,0.9,0.95,0.91,<1
DEL18DT,2018-05-01,0.8,0.85,0.8,0.95,0.9,0.95,0.88,<1
DEL18DT,2018-04-30,0.85,0.85,0.9,0.8,0.85,0.8,0.84,<1
DEL18DT,2018-03-23,0.95,0.95,0.95,0.95,1,1.1,0.98,E1
DEL18DT,2018-03-10,1.1,1.1,1.1,1.2,1.1,1.3,1.15,E1
DEL18DT,2018-04-18,0.85,1,0.85,0.9,0.85,0.85,0.88,E4
DEL18DT,2018-04-14,0.85,0.9,0.9,0.8,0.8,1.1,0.89,<1
DEL18DT,2018-03-04,,1.4,1.6,1.3,1.3,1.2,1.36,E2
DEL18DT,2018-04-11,0.8,0.8,0.8,0.8,0.8,1,0.83,<1
DEL18DT,2018-05-03,1,0.95,0.95,0.9,0.9,0.85,0.93,<1
DEL18DT,2018-05-06,0.95,0.8,0.85,0.75,0.8,0.75,0.82,E1
DEL18DT,2018-05-20,0.8,0.8,0.85,0.75,0.9,0.95,0.84,<1
DEL18DT,2018-05-19,0.8,0.7,0.75,0.75,0.75,0.75,0.75,E2
DEL18DT,2018-05-10,1.1,1,0.9,1,1,1.2,1.03,<1
DEL18DT,2018-05-07,0.8,0.9,0.95,0.85,0.8,0.8,0.85,<1
DEL18DT,2018-05-04,0.9,0.8,0.95,0.8,0.9,0.9,0.88,<1
DEL18DT,2018-05-28,0.75,0.85,0.85,0.7,0.85,0.75,0.79,<1
DEL18DT,2018-05-26,0.85,0.8,0.85,0.85,0.85,0.8,0.83,E1
DEL18DT,2018-05-13,0.95,0.9,0.95,0.8,0.85,0.9,0.89,E4
DEL18DT,2018-05-30,0.9,0.85,0.75,0.85,0.75,0.9,0.83,<1
DEL18DT,2018-05-23,0.85,0.85,0.8,0.8,1.4,0.8,0.92,<1
DEL18DT,2018-05-17,0.9,0.8,0.85,0.85,0.85,0.75,0.83,E3
DEL18DT,2018-05-31,0.8,0.75,0.85,0.75,0.75,0.75,0.78,E1
DEL18DT,2018-05-21,0.8,0.8,0.8,0.85,0.85,0.75,0.81,<1
DEL18DT,2018-05-14,0.85,1,1,1.1,1,1.2,1.03,<1
DEL18DT,2018-05-29,0.75,0.75,0.8,0.75,0.8,0.75,0.77,E1
DEL18DT,2018-05-25,0.9,0.9,0.9,0.9,1.1,0.8,0.92,<1
DEL18DT,2018-05-22,0.85,0.85,0.85,0.9,0.8,0.9,0.86,E2
DEL18DT,2018-05-16,0.75,0.8,0.75,0.85,0.9,0.85,0.82,E1
DEL18DT,2018-05-11,1.1,0.95,0.9,1,1.2,1.1,1.04,<1
DEL18DT,2018-05-18,0.8,0.8,0.8,0.8,0.7,0.75,0.78,E1
DEL18DT,2018-05-15,1,1.1,1.1,0.9,0.9,1.1,1.02,E1
DEL18DT,2018-05-08,0.85,0.9,0.85,0.9,0.85,0.8,0.86,<1
DEL18DT,2018-05-05,0.8,0.85,1,0.95,0.75,0.75,0.85,<1
DEL18DT,2018-05-01,0.8,0.85,0.8,0.95,0.9,0.95,0.88,<1
DEL18DT,2018-05-02,0.85,0.9,0.9,0.8,1,0.9,0.89,<1
DEL18DT,2018-05-12,0.95,0.9,0.9,0.85,0.9,0.85,0.89,<1
DEL18DT,2018-05-24,0.85,0.9,0.85,0.95,0.8,0.85,0.87,<1
DEL18DT,2018-05-27,0.8,0.9,0.85,0.7,0.85,0.75,0.81,E2
DEL18DT,2018-05-09,0.85,1,1,1,1,1.1,0.99,E1
DEL18DT,2018-06-09,0.75,0.75,0.7,0.7,0.7,0.75,0.73,E2
DEL18DT,2018-06-16,0.7,0.7,0.75,0.8,0.75,0.7,0.73,E1
DEL18DT,2018-06-18,0.75,0.75,0.8,0.8,0.9,0.8,0.8,E2
DEL18DT,2018-06-25,0.8,0.85,0.85,0.85,0.8,0.7,0.81,E2
DEL18DT,2018-06-01,0.75,0.75,0.7,0.8,0.75,0.75,0.75,<1
DEL18DT,2018-06-12,0.8,0.8,0.75,0.7,1.1,0.7,0.81,<1
DEL18DT,2018-06-22,0.75,0.85,0.8,0.75,0.75,0.75,0.78,E1
DEL18DT,2018-06-29,0.85,0.85,0.75,0.8,0.85,0.85,0.83,E1
DEL18DT,2018-06-07,0.65,0.7,0.75,0.7,0.7,0.75,0.71,<1
DEL18DT,2018-06-27,0.85,0.85,0.7,0.85,0.9,0.85,0.83,<1
DEL18DT,2018-06-06,0.75,0.75,0.65,1,0.9,0.95,0.83,<1
DEL18DT,2018-06-30,0.95,0.8,0.95,0.8,0.9,1,0.9,E2
DEL18DT,2018-06-20,0.8,0.8,0.75,0.8,0.85,0.8,0.8,<1
DEL18DT,2018-06-15,0.65,0.65,0.7,0.7,0.6,0.8,0.68,E3
DEL18DT,2018-06-28,0.9,0.8,0.7,0.8,0.8,0.75,0.79,<1
DEL18DT,2018-06-13,0.75,0.75,0.75,0.85,0.75,0.75,0.77,<1
DEL18DT,2018-06-11,0.65,0.75,0.7,0.7,0.7,0.75,0.71,<1
DEL18DT,2018-06-26,0.8,0.85,0.8,0.85,0.9,0.85,0.84,<1
DEL18DT,2018-06-23,0.7,0.7,0.75,0.8,0.7,0.8,0.74,E9
DEL18DT,2018-06-24,0.8,0.75,0.8,0.85,0.85,0.8,0.81,<1
DEL18DT,2018-06-02,0.75,0.75,0.75,0.75,0.75,0.75,0.75,E1
DEL18DT,2018-06-10,0.7,0.7,0.7,0.7,0.7,0.7,0.7,E1
DEL18DT,2018-06-04,0.75,0.8,0.7,0.8,0.75,0.95,0.8,<1
DEL18DT,2018-06-21,0.8,0.8,0.75,0.75,0.85,0.7,0.78,E1
DEL18DT,2018-06-19,0.75,0.8,0.85,0.75,0.7,0.8,0.78,E1
DEL18DT,2018-06-03,0.8,0.75,0.85,0.65,0.75,0.8,0.77,E2
DEL18DT,2018-06-17,0.8,0.7,0.75,0.65,0.75,0.7,0.73,<1
DEL18DT,2018-06-05,0.9,0.75,0.75,0.75,0.75,0.75,0.78,<1
DEL18DT,2018-06-14,0.8,0.7,0.75,0.65,0.75,0.65,0.72,E1
DEL18DT,2018-06-08,0.7,0.7,0.7,0.75,0.7,0.75,0.72,E1
DEL18DT,2018-07-14,0.7,0.75,0.75,0.65,0.75,0.75,0.73,<1
DEL18DT,2018-07-24,0.65,0.6,0.55,0.55,0.6,0.65,0.6,E3
DEL18DT,2018-07-20,0.65,0.65,0.55,0.65,0.65,0.6,0.63,E1
DEL18DT,2018-07-16,0.75,0.7,0.65,0.7,0.65,0.85,0.72,<1
DEL18DT,2018-07-17,0.7,0.7,0.65,0.65,0.65,0.6,0.66,E1
DEL18DT,2018-07-07,0.8,0.9,0.8,0.8,0.75,0.8,0.81,E2
DEL18DT,2018-07-05,0.9,0.9,0.85,0.9,0.9,0.9,0.89,E2
DEL18DT,2018-07-28,0.55,0.55,0.5,0.55,0.5,0.55,0.53,<1
DEL18DT,2018-07-29,0.55,0.5,0.5,0.5,0.55,0.55,0.53,E2
DEL18DT,2018-07-01,0.85,0.8,0.85,0.8,0.8,0.9,0.83,<1
DEL18DT,2018-07-10,0.95,0.85,0.8,0.65,0.8,0.85,0.82,E1
DEL18DT,2018-07-13,0.8,0.75,0.8,0.75,0.75,0.7,0.76,<1
DEL18DT,2018-07-18,0.65,0.6,0.6,0.6,1.4,0.6,0.74,E2
DEL18DT,2018-07-21,0.55,0.6,0.75,0.65,0.55,0.55,0.61,<1
DEL18DT,2018-07-26,0.65,0.6,0.6,0.55,0.5,0.6,0.58,E1
DEL18DT,2018-07-31,0.55,0.55,0.5,0.5,0.5,0.55,0.53,<1
DEL18DT,2018-07-11,0.8,0.7,0.75,0.8,0.8,1,0.81,<1
DEL18DT,2018-07-06,0.9,0.8,0.85,0.75,0.8,0.8,0.82,<1
DEL18DT,2018-07-08,0.85,0.8,0.7,0.85,0.75,0.75,0.78,<1
DEL18DT,2018-07-15,0.75,0.7,0.75,0.65,0.6,0.7,0.69,<1
DEL18DT,2018-07-19,0.65,0.55,0.6,0.65,0.55,0.65,0.61,E2
DEL18DT,2018-07-22,0.55,0.6,0.6,0.55,0.6,0.6,0.58,E3
DEL18DT,2018-07-03,0.85,0.75,0.95,0.9,0.9,0.9,0.88,<1
DEL18DT,2018-07-02,0.95,0.85,0.75,0.85,0.8,1,0.87,E1
DEL18DT,2018-07-25,0.55,0.55,0.55,0.6,0.6,0.6,0.58,<1
DEL18DT,2018-07-09,0.85,0.8,0.75,0.75,0.8,0.85,0.8,E1
DEL18DT,2018-07-23,0.5,0.75,0.65,0.6,0.95,0.6,0.68,E1
DEL18DT,2018-07-12,0.65,0.8,0.85,0.75,0.85,0.7,0.77,<1
DEL18DT,2018-07-04,0.8,0.85,0.8,0.8,0.8,0.9,0.83,E2
DEL18DT,2018-07-30,0.6,0.55,0.45,0.65,0.6,0.45,0.55,E1
DEL18DT,2018-07-27,0.55,0.6,0.55,0.55,0.55,0.55,0.56,E2
DEL18DT,2018-08-09,0.65,0.65,0.65,0.65,0.7,0.7,0.67,E1
DEL18DT,2018-08-25,0.7,0.75,0.75,0.75,0.85,0.85,0.78,<1
DEL18DT,2018-08-21,0.8,0.9,0.8,0.75,1,0.7,0.83,E5
DEL18DT,2018-08-12,0.55,0.6,0.6,0.7,0.6,0.7,0.63,E1
DEL18DT,2018-08-23,0.8,0.75,0.75,0.75,0.75,0.95,0.79,E4
DEL18DT,2018-08-15,0.65,0.7,0.65,0.65,0.65,0.65,0.66,E9
DEL18DT,2018-08-11,0.7,0.65,0.65,0.6,0.6,0.6,0.63,E3
DEL18DT,2018-08-14,0.8,0.65,0.6,0.65,0.55,0.5,0.63,E2
DEL18DT,2018-08-16,0.7,0.75,0.65,0.65,0.65,0.75,0.69,E2
DEL18DT,2018-08-13,0.7,0.6,0.6,0.6,0.55,0.65,0.62,E2
DEL18DT,2018-08-24,0.7,0.8,0.8,0.7,0.8,0.75,0.76,E3
DEL18DT,2018-08-05,0.55,0.6,0.6,0.55,0.65,0.6,0.59,E2
DEL18DT,2018-08-01,0.55,0.55,0.5,0.5,0.6,0.55,0.54,<1
DEL18DT,2018-08-19,0.65,0.75,0.65,0.65,0.7,0.7,0.68,E19
DEL18DT,2018-08-18,0.75,0.65,0.7,0.7,0.65,0.8,0.71,E12
DEL18DT,2018-08-10,0.75,0.7,0.7,0.6,0.65,0.65,0.68,E1
DEL18DT,2018-08-06,0.7,0.65,0.65,0.6,0.55,0.6,0.63,E5
DEL18DT,2018-08-08,0.7,0.65,0.6,0.65,0.65,1,0.71,<1
DEL18DT,2018-08-20,0.75,0.75,0.65,0.9,0.65,0.7,0.73,E9
DEL18DT,2018-08-17,0.9,0.7,0.65,0.6,0.65,0.65,0.69,E2
DEL18DT,2018-08-26,0.8,0.75,0.9,0.7,0.7,0.85,0.78,E1
DEL18DT,2018-08-22,0.75,0.75,0.7,0.7,0.85,0.8,0.76,E3
DEL18DT,2018-08-28,0.75,0.75,0.7,0.85,0.8,0.9,0.79,<1
DEL18DT,2018-08-30,0.8,0.8,0.7,0.7,0.75,0.85,0.77,E3
DEL18DT,2018-08-04,0.6,0.55,0.55,0.55,0.55,0.55,0.56,E2
DEL18DT,2018-08-29,0.8,0.75,0.75,0.65,0.75,0.8,0.75,<1
DEL18DT,2018-08-31,0.75,0.75,0.7,0.65,0.75,0.7,0.72,E1
DEL18DT,2018-08-07,0.65,0.7,0.6,0.6,0.6,0.65,0.63,E1
DEL18DT,2018-08-02,0.55,0.55,0.55,0.65,0.85,0.6,0.63,E4
DEL18DT,2018-08-03,0.7,0.6,0.55,0.5,0.6,0.55,0.58,E1
DEL18DT,2018-08-27,0.7,0.8,0.7,0.75,0.75,0.75,0.74,E1
DEL18DT,2018-09-10,0.65,0.6,0.65,0.6,0.65,0.65,0.63,E14
DEL18DT,2018-09-30,0.55,0.6,0.6,0.6,0.6,0.6,0.59,E8
DEL18DT,2018-09-03,0.7,0.7,0.7,0.75,0.75,0.8,0.73,<1
DEL18DT,2018-09-14,0.65,0.65,0.6,0.6,0.6,0.65,0.63,E3
DEL18DT,2018-09-05,0.7,0.7,0.6,0.7,0.65,0.75,0.68,E5
DEL18DT,2018-09-27,0.7,0.75,0.85,0.75,0.55,0.6,0.7,38
DEL18DT,2018-09-23,0.6,0.6,0.6,0.6,0.6,0.55,0.59,E3
DEL18DT,2018-09-25,0.65,0.65,0.7,0.6,0.55,0.6,0.63,E3
DEL18DT,2018-09-07,0.7,0.75,0.65,0.7,0.6,0.65,0.68,<1
DEL18DT,2018-09-08,0.65,0.7,0.65,0.6,0.65,0.6,0.64,E1
DEL18DT,2018-09-20,0.7,0.6,0.65,0.65,0.75,0.7,0.68,E3
DEL18DT,2018-09-16,0.65,0.75,0.7,0.6,0.65,0.65,0.67,E3
DEL18DT,2018-09-26,0.8,0.6,0.6,0.8,0.75,0.75,0.72,58
DEL18DT,2018-09-11,0.6,0.6,0.6,0.75,0.75,0.55,0.64,E8
DEL18DT,2018-09-04,0.75,0.75,0.75,0.75,0.75,0.75,0.75,<1
DEL18DT,2018-09-24,0.6,0.6,0.6,0.65,0.6,0.65,0.62,E5
DEL18DT,2018-09-18,0.6,0.65,0.65,0.65,0.65,0.65,0.64,E1
DEL18DT,2018-09-19,0.65,0.7,0.6,0.6,0.6,0.6,0.63,<1
DEL18DT,2018-09-29,0.6,0.55,0.55,0.7,0.55,0.65,0.6,E7
DEL18DT,2018-09-12,0.6,0.7,0.6,0.65,0.65,0.65,0.64,E4
DEL18DT,2018-09-13,0.65,0.75,0.7,0.6,0.6,0.65,0.66,E2
DEL18DT,2018-09-28,0.55,0.5,0.55,0.6,0.55,0.55,0.55,E8
DEL18DT,2018-09-02,0.75,0.7,0.75,0.8,0.7,0.75,0.74,E1
DEL18DT,2018-09-01,0.65,0.75,0.75,0.75,0.85,0.85,0.77,E1
DEL18DT,2018-09-21,0.8,0.7,0.65,0.6,0.6,0.65,0.67,E1
DEL18DT,2018-09-06,0.7,0.7,0.65,0.8,0.8,0.85,0.75,<1
DEL18DT,2018-09-22,0.65,0.65,0.65,0.65,0.6,0.6,0.63,E2
DEL18DT,2018-09-17,0.7,0.7,0.65,0.55,0.65,0.6,0.64,<1
DEL18DT,2018-09-15,0.65,0.65,0.65,0.75,0.6,0.65,0.66,E3
DEL18DT,2018-09-09,0.7,0.6,0.55,0.55,0.8,0.6,0.63,E3
DEL18DT,2018-10-26,0.65,0.65,0.65,0.6,1.1,1.2,0.81,E1
DEL18DT,2018-10-11,0.7,0.7,0.65,0.65,0.65,0.8,0.69,E9
DEL18DT,2018-10-22,0.7,0.65,0.55,0.65,0.7,0.65,0.65,E2
DEL18DT,2018-10-10,0.6,0.65,0.6,0.75,0.7,0.65,0.66,E13
DEL18DT,2018-10-15,0.75,0.7,0.7,0.75,0.8,0.7,0.73,E6
DEL18DT,2018-10-02,0.6,0.65,0.6,0.65,0.7,0.7,0.65,E5
DEL18DT,2018-10-28,0.9,0.8,0.8,0.75,0.7,0.7,0.78,E2
DEL18DT,2018-10-13,0.65,0.75,0.7,0.65,0.75,0.75,0.71,E6
DEL18DT,2018-10-30,0.8,0.75,0.85,0.65,0.7,0.65,0.73,E1
DEL18DT,2018-10-03,0.65,0.65,0.65,0.85,0.95,1,0.79,E15
DEL18DT,2018-10-01,0.6,0.6,0.6,0.7,0.75,0.7,0.66,E3
DEL18DT,2018-10-14,0.65,0.75,0.75,0.75,0.7,0.65,0.71,E6
DEL18DT,2018-10-29,0.65,0.7,0.75,0.8,0.85,0.8,0.76,E1
DEL18DT,2018-10-08,0.65,0.65,0.65,0.8,0.75,0.7,0.7,>=E6
DEL18DT,2018-10-07,0.65,0.75,0.75,0.6,0.65,0.65,0.68,<1
DEL18DT,2018-10-18,0.65,0.65,0.7,0.6,0.65,0.65,0.65,E2
DEL18DT,2018-10-12,0.8,0.75,0.7,0.75,0.7,0.65,0.73,E4
DEL18DT,2018-10-20,0.65,0.65,0.6,0.8,0.7,1.4,0.8,E3
DEL18DT,2018-10-25,0.65,0.6,0.55,0.6,0.6,0.65,0.61,E2
DEL18DT,2018-10-19,0.65,0.65,0.65,0.6,0.65,0.6,0.63,E2
DEL18DT,2018-10-05,0.8,0.75,0.75,0.65,0.65,0.7,0.72,38
DEL18DT,2018-10-31,0.7,0.7,0.6,0.6,0.65,0.7,0.66,<1
DEL18DT,2018-10-21,0.7,0.75,0.85,0.65,0.7,0.7,0.73,E2
DEL18DT,2018-10-23,0.6,0.6,0.65,0.65,0.7,0.6,0.63,<1
DEL18DT,2018-10-17,0.75,0.7,0.65,0.6,0.65,0.65,0.67,E2
DEL18DT,2018-10-24,0.7,0.65,0.7,0.65,0.7,0.65,0.68,E2
DEL18DT,2018-10-04,0.8,0.75,0.9,1,0.95,0.8,0.87,32
DEL18DT,2018-10-09,0.75,0.7,0.75,0.65,0.65,0.6,0.68,E5
DEL18DT,2018-10-27,0.75,0.7,0.8,0.8,0.75,0.75,0.76,E3
DEL18DT,2018-10-06,0.8,0.75,0.75,0.7,0.65,0.7,0.73,E10
DEL18DT,2018-10-16,0.8,0.8,0.75,0.7,0.7,0.7,0.74,E3
DEL18DT,2018-11-22,0.75,0.75,0.75,0.7,0.8,0.8,0.76,E1
DEL18DT,2018-11-19,0.7,0.75,0.65,0.6,0.65,0.65,0.67,E1
DEL18DT,2018-11-26,0.7,0.7,0.65,0.65,0.9,0.9,0.75,<1
DEL18DT,2018-11-17,0.65,0.65,0.65,0.7,0.7,0.65,0.67,E2
DEL18DT,2018-11-13,0.6,0.6,0.6,0.6,0.6,0.6,0.6,<1
DEL18DT,2018-11-29,0.85,0.8,0.75,0.8,0.8,0.85,0.81,E4
DEL18DT,2018-11-15,0.6,0.65,0.6,0.6,0.85,0.85,0.69,E2
DEL18DT,2018-11-07,0.65,0.65,0.5,0.6,0.6,0.65,0.61,E1
DEL18DT,2018-11-02,0.6,0.65,0.6,0.6,0.65,0.55,0.61,E1
DEL18DT,2018-11-27,1,0.9,1,0.8,0.85,0.75,0.88,E2
DEL18DT,2018-11-09,0.65,0.6,0.65,0.6,0.65,0.6,0.63,<1
DEL18DT,2018-11-21,0.7,0.7,0.65,0.7,0.75,0.8,0.72,E2
DEL18DT,2018-11-06,0.7,0.65,0.7,0.75,0.55,0.65,0.67,E2
DEL18DT,2018-11-10,0.65,0.7,0.65,0.65,0.65,0.65,0.66,E2
DEL18DT,2018-11-20,0.65,0.65,0.7,0.6,0.7,0.7,0.67,E3
DEL18DT,2018-11-01,0.6,0.6,0.65,0.6,0.6,0.65,0.62,<1
DEL18DT,2018-11-30,0.85,0.8,0.8,0.8,0.8,0.85,0.82,<1
DEL18DT,2018-11-28,0.85,0.8,0.7,0.85,0.85,0.8,0.81,<1
DEL18DT,2018-11-25,0.75,0.7,0.75,0.75,0.8,0.7,0.74,<1
DEL18DT,2018-11-14,0.6,0.6,0.6,0.6,0.55,0.65,0.6,<1
DEL18DT,2018-11-18,0.7,0.75,0.7,0.75,0.7,0.7,0.72,E1
DEL18DT,2018-11-12,0.65,0.6,0.55,0.6,0.55,0.55,0.58,<1
DEL18DT,2018-11-16,0.8,0.85,0.85,0.9,0.65,0.65,0.78,E1
DEL18DT,2018-11-11,0.6,0.6,0.65,0.6,0.6,0.6,0.61,E2
DEL18DT,2018-11-23,0.8,0.75,0.75,0.65,0.8,0.65,0.73,E3
DEL18DT,2018-11-05,0.7,0.7,0.7,0.7,0.65,0.7,0.69,E3
DEL18DT,2018-11-04,0.6,0.65,0.65,0.65,0.7,0.7,0.66,E2
DEL18DT,2018-11-03,0.55,0.55,0.65,0.6,0.6,0.65,0.6,<1
DEL18DT,2018-11-24,0.75,0.7,0.8,0.75,0.7,0.7,0.73,<1
DEL18DT,2018-11-08,0.65,0.65,0.65,0.65,0.65,0.7,0.66,E3
DEL18DT,2018-12-18,0.8,0.85,0.8,0.7,0.8,0.85,0.8,E1
DEL18DT,2018-12-03,0.75,0.85,0.9,0.8,0.85,0.85,0.83,<1
DEL18DT,2018-12-07,0.8,0.8,0.85,0.85,0.85,0.85,0.83,E2
DEL18DT,2018-12-15,0.9,0.8,0.85,0.8,0.75,0.85,0.83,E2
DEL18DT,2018-12-20,0.85,0.75,0.8,0.8,0.75,0.8,0.79,E1
DEL18DT,2018-12-08,0.85,0.9,0.85,0.85,0.85,0.85,0.86,<1
DEL18DT,2018-12-30,0.85,0.8,0.75,0.7,0.7,0.7,0.75,<1
DEL18DT,2018-12-01,0.85,0.8,0.75,0.8,0.8,0.8,0.8,E2
DEL18DT,2018-12-25,0.75,0.75,0.75,0.8,0.75,0.75,0.76,E3
DEL18DT,2018-12-12,0.75,0.8,0.85,0.95,0.9,0.85,0.85,<1
DEL18DT,2018-12-21,0.75,0.8,1.4,0.8,0.8,0.8,0.89,E3
DEL18DT,2018-12-27,0.65,0.7,0.65,0.65,0.7,0.7,0.68,E1
DEL18DT,2018-12-17,0.85,0.8,0.85,0.85,0.85,0.85,0.84,E1
DEL18DT,2018-12-31,0.7,0.75,0.7,0.7,0.75,0.7,0.72,E2
DEL18DT,2018-12-23,0.8,0.75,0.8,0.8,0.8,0.8,0.79,<1
DEL18DT,2018-12-26,0.7,0.7,0.7,0.75,0.65,0.65,0.69,E4
DEL18DT,2018-12-24,0.8,0.8,0.8,0.75,0.75,0.75,0.78,E2
DEL18DT,2018-12-10,0.8,0.85,0.85,0.8,0.9,0.85,0.84,E2
DEL18DT,2018-12-02,0.8,0.8,0.85,0.8,0.9,0.8,0.83,E6
DEL18DT,2018-12-04,0.95,0.8,0.85,0.8,0.8,0.85,0.84,E1
DEL18DT,2018-12-28,0.65,0.7,0.7,0.7,0.7,0.75,0.7,<1
DEL18DT,2018-12-05,0.8,0.8,0.8,0.85,0.8,0.8,0.81,<1
DEL18DT,2018-12-13,1,1,0.95,0.85,0.85,0.85,0.92,E1
DEL18DT,2018-12-29,0.8,0.8,0.75,0.8,0.85,0.85,0.81,<1
DEL18DT,2018-12-14,0.8,0.9,0.85,0.9,0.8,0.85,0.85,<1
DEL18DT,2018-12-19,0.85,0.8,0.85,0.9,0.85,0.8,0.84,E1
DEL18DT,2018-12-09,0.8,0.8,0.85,0.8,0.85,0.85,0.83,E3
DEL18DT,2018-12-16,0.8,0.9,0.85,0.85,0.85,0.75,0.83,<1
DEL18DT,2018-12-11,0.85,0.85,0.9,0.85,0.85,0.9,0.87,<1
